ip,latitude,longitude,label
75.8.213.65,37.35411,-121.95524,solar
75.80.148.49,34.05529,-117.75228,solar
75.80.34.94,32.71571,-117.16472,solar
76.132.128.218,37.80437,-122.2708,solar
76.170.243.162,33.87529,-117.56644,solar
76.175.86.129,34.10834,-117.28977,solar
76.191.162.161,37.93576,-122.34775,solar
76.191.179.159,37.72493,-122.15608,solar
76.198.31.38,37.38605,-122.08385,solar
76.247.186.34,37.33939,-121.89496,solar
76.248.43.188,33.66946,-117.82311,solar
76.248.43.189,33.66946,-117.82311,solar
76.72.146.88,36.85245,-121.4016,solar
76.72.151.155,36.84551,-121.538,solar
76.80.113.83,32.71571,-117.16472,solar
76.86.188.234,34.06334,-117.65089,solar
76.90.179.7,33.83141,-118.28202,solar
76.94.169.23,34.09223,-117.43505,solar
8.25.38.254,33.28892,-117.22559,solar
80.251.212.78,34.05223,-118.24368,solar
82.29.67.118,33.91918,-118.41647,solar
89.117.134.90,34.05223,-118.24368,solar
89.208.252.120,34.05223,-118.24368,solar
96.45.188.213,34.05223,-118.24368,solar
96.86.143.41,36.74773,-119.77237,solar
97.64.25.120,34.05223,-118.24368,solar
97.78.235.209,35.13219,-118.44897,solar
97.93.164.100,34.13639,-118.77453,solar
97.93.171.158,34.13362,-117.90756,solar
98.148.56.100,32.71571,-117.16472,solar
98.149.217.237,34.01949,-118.49138,solar
98.154.14.185,34.28556,-118.88204,solar
98.176.179.76,32.71571,-117.16472,solar
98.35.49.69,36.67774,-121.6555,solar
98.42.212.233,37.36883,-122.03635,solar
98.42.220.54,37.82159,-121.99996,solar
99.100.26.76,37.42827,-121.90662,solar
99.130.252.157,37.33939,-121.89496,solar
99.49.198.98,39.72849,-121.83748,solar
99.7.12.126,33.66946,-117.82311,solar
